City_ID,City,Country,Date,Latitude,Longitude,Cloudiness (%),Humidity (%),Max Temp (F),Wind Speed (mph)
188,puerto ayora,EC,2023-01-31 15:50:22,-1.3637,-103.0655,24,87,76.24399999999997,2.77
189,belushya guba,RU,2023-02-01 01:50:23,83.1261,49.0906,88,96,-16.887999999999998,6.3
190,hobyo,SO,2023-02-01 02:50:23,3.6577,53.4801,72,66,78.80000000000001,5.22
191,saint-joseph,RE,2023-02-01 02:50:24,-29.4955,55.9216,67,60,71.38399999999999,6.88
192,marapanim,BR,2023-01-31 19:50:24,0.6333,-47.8172,100,80,78.40399999999995,1.89
193,lima,PE,2023-01-31 17:50:25,-15.6709,-82.3181,100,77,71.90600000000003,5.28
194,deputatskiy,RU,2023-02-01 09:50:25,67.8248,140.4868,98,99,-15.286000000000023,0.74
195,samusu,WS,2023-01-31 12:50:26,-11.1258,-163.9436,84,73,82.27400000000002,6.52
196,guerrero negro,MX,2023-01-31 15:50:26,27.8995,-115.4026,17,66,57.32599999999999,4.37
197,ariquemes,BR,2023-01-31 18:50:27,-9.5921,-63.3897,99,100,71.18599999999998,0.56
198,arraial do cabo,BR,2023-01-31 20:50:27,-45.5148,-24.0505,100,95,55.13000000000004,8.71
199,airai,PW,2023-02-01 07:50:28,12.5757,137.2647,8,80,82.184,9.82
200,srednekolymsk,RU,2023-02-01 09:50:28,68.3938,152.8233,100,96,-17.716000000000008,1.8
201,tucurui,BR,2023-01-31 19:50:29,-3.6097,-50.008,100,100,71.50999999999999,0.98
202,mataura,PF,2023-01-31 13:50:29,-62.4331,-142.2711,100,80,32.035999999999966,10.09
203,dikson,RU,2023-02-01 04:50:30,86.6611,91.9704,23,100,-31.054000000000002,3.25
204,port-gentil,GA,2023-01-31 23:50:30,-0.5724,4.2663,18,74,81.31999999999996,5.74
205,biak,ID,2023-02-01 07:50:31,1.205,137.176,100,74,83.642,6.95
206,lusambo,CD,2023-02-01 00:50:31,-5.2274,24.314,27,69,77.30600000000004,2.41
207,alice springs,AU,2023-02-01 08:20:32,-24.9846,134.5269,23,23,91.30999999999997,5
208,shache,CN,2023-02-01 06:50:32,38.1536,80.1648,100,53,28.201999999999977,2.03
209,ancud,CL,2023-01-31 16:50:32,-39.5852,-91.9121,43,86,64.47200000000004,8.82
210,geraldton,AU,2023-02-01 05:50:33,-32.6537,103.2707,100,74,65.28200000000001,10.46
211,chabahar,IR,2023-02-01 02:20:33,25.8668,59.177,6,55,70.25,2.84
212,marrakesh,MA,2023-01-31 23:50:34,29.0312,-4.8696,0,38,40.55,4.57
213,half moon bay,US,2023-01-31 13:50:34,34.0162,-130.8748,100,64,54.89600000000005,1.99
214,bambous virieux,MU,2023-02-01 02:50:35,-24.5749,65.4121,38,80,78.99800000000002,7.57
215,bathsheba,BB,2023-01-31 19:50:35,19.6078,-49.7375,3,71,73.74199999999999,2.58
216,suntar,RU,2023-02-01 07:50:36,63.2001,117.0578,100,93,-16.366000000000007,3.1
217,port lincoln,AU,2023-02-01 07:50:36,-50.0319,129.5543,100,88,42.54800000000002,16.8
218,cidreira,BR,2023-01-31 19:50:37,-34.3055,-44.6756,0,88,73.54399999999998,3.35
219,sao filipe,CV,2023-01-31 20:50:37,7.0746,-25.8184,83,73,77.97200000000004,6.65
220,beringovskiy,RU,2023-01-31 12:50:38,51.6813,177.4677,6,59,34.95199999999998,16.06
221,amderma,RU,2023-02-01 01:50:38,76.325,67.1593,100,100,-15.37599999999999,3.39
222,krasnoselkup,RU,2023-02-01 03:50:38,63.1251,83.0537,100,94,7.088000000000044,3.73
223,visp,CH,2023-01-31 23:50:39,46.3659,7.8034,72,94,9.158000000000005,1.3
224,baherden,TM,2023-02-01 03:50:39,39.0736,57.5865,100,95,45.37400000000001,6.21
225,carcassonne,FR,2023-01-31 23:50:40,43.3475,2.2361,75,87,42.29600000000005,5.66
226,achisay,KZ,2023-02-01 04:50:40,43.405,69.174,100,98,30.848000000000024,3.95
227,nantucket,US,2023-01-31 18:50:41,40.7725,-67.0837,100,96,37.16600000000001,6.48
228,presidencia roque saenz pena,AR,2023-01-31 19:50:41,-27.6071,-61.7275,0,52,73.09399999999997,0.54
229,denpasar,ID,2023-02-01 06:50:41,-13.842,114.9561,28,77,84.308,4.06
230,terralba,IT,2023-01-31 23:50:42,39.7706,8.7596,0,86,26.672000000000036,1.54
231,mount abu,IN,2023-02-01 04:20:42,24.7641,72.5471,0,24,71.88800000000005,6.11
232,karkaralinsk,KZ,2023-02-01 04:50:43,49.0542,74.6663,57,93,18.319999999999958,1.29
233,kinablangan,PH,2023-02-01 07:50:43,7.808,127.843,100,79,82.75999999999999,6.98
234,baykit,RU,2023-02-01 05:50:44,64.5657,95.8348,87,100,-7.509999999999984,0.96
235,okhotsk,RU,2023-02-01 08:50:44,60.8637,143.3821,100,100,-2.3440000000000225,0.91
236,maarianhamina,FI,2023-02-01 00:50:45,59.2957,20.4897,45,71,35.79800000000002,1.22
237,petatlan,MX,2023-01-31 15:50:45,16.6904,-101.4716,1,72,79.592,5.19
238,barentsburg,SJ,2023-01-31 23:50:46,83.5121,13.4827,100,100,-21.694000000000024,4.36
239,axim,GH,2023-01-31 22:50:46,5.0016,-2.6342,26,84,78.53000000000004,1.99
240,saint-francois,GP,2023-01-31 18:50:46,17.8728,-56.7258,0,71,74.48000000000005,3.69
241,mandalgovi,MN,2023-02-01 06:50:47,44.9709,107.4467,8,28,19.075999999999986,4.17
242,longyan,CN,2023-02-01 06:50:47,25.2858,117.5763,79,56,64.56199999999995,0.77
243,samarai,PG,2023-02-01 08:50:48,-10.7741,150.8144,98,70,84.55999999999997,1.45
244,balkhash,KZ,2023-02-01 04:50:48,45.6594,75.6982,91,76,23.090000000000018,3.07
245,porto seguro,BR,2023-01-31 19:50:48,-16.7585,-38.753,100,71,74.22799999999997,4.29
246,katsuura,JP,2023-02-01 08:50:49,19.0522,149.3814,99,81,78.83599999999997,11.67
247,masvingo,ZW,2023-02-01 00:50:49,-19.8694,31.2864,28,60,74.53399999999999,3.32
248,sarangani,PH,2023-02-01 06:50:50,4.5929,127.0134,100,78,82.976,7.13
249,at-bashi,KG,2023-02-01 04:50:50,40.5878,74.833,100,62,17.383999999999993,1.58
250,nikolskoye,RU,2023-02-01 10:50:51,40.2359,178.6008,100,95,53.34800000000003,4.34
251,fortuna,US,2023-01-31 13:50:51,33.6752,-137.8821,92,69,60.83599999999997,8.09
252,kadykchan,RU,2023-02-01 09:50:51,64.5204,146.6168,100,99,-14.782000000000018,0.6
253,ciudad bolivar,VE,2023-01-31 18:50:52,4.8222,-64.1978,87,74,66.48800000000006,1.07
254,solnechnyy,RU,2023-02-01 07:50:52,59.8765,136.9446,100,98,-34.024000000000015,2.4
255,pangody,RU,2023-02-01 03:50:53,69.935,75.1774,100,94,9.824000000000012,7.3
256,tura,RU,2023-02-01 05:50:53,67.8994,100.4097,58,94,-21.72999999999999,1.9
257,champasak,LA,2023-02-01 05:50:53,14.2529,106.2111,100,32,96.58399999999999,0.68
258,sandakan,MY,2023-02-01 06:50:54,5.714,117.7554,99,88,86.18000000000004,1.71
259,cheuskiny,RU,2023-02-01 03:50:54,63.0037,70.3213,100,95,15.061999999999955,6.71
260,faya,TD,2023-01-31 23:50:55,19.2605,21.1222,89,19,54.35600000000003,9.79
261,santa rosa,AR,2023-01-31 19:50:55,-37.0019,-62.8645,49,83,64.74199999999999,4.8
262,bardiyah,LY,2023-02-01 00:50:55,29.6508,24.2736,6,71,53.05999999999998,6.65
263,mali,GN,2023-01-31 22:50:56,12.5498,-12.5123,61,22,72.5,1.26
264,san cristobal,EC,2023-01-31 16:50:56,-8.558,-91.216,65,81,75.45199999999997,5.56
265,la grande,US,2023-01-31 14:50:57,45.3317,-117.4361,39,75,4.964000000000031,2.21
266,south lake tahoe,US,2023-01-31 14:50:57,39.028,-120.1977,9,58,22.19000000000002,2.5
267,vao,NC,2023-02-01 10:50:57,-28.2455,166.9374,100,74,74.94800000000004,4.18
268,pajapan,MX,2023-01-31 16:50:58,18.5538,-94.81,6,84,75.01999999999995,1.67
269,sterling,US,2023-01-31 13:50:58,59.8441,-150.0977,100,88,25.34000000000002,1.83
270,ouesso,CG,2023-01-31 23:50:59,0.5414,16.4338,24,56,80.708,1.77
271,ruatoria,NZ,2023-02-01 10:50:59,-36.1853,177.8395,100,92,69.29600000000005,13.1
272,cockburn town,BS,2023-01-31 17:51:00,28.1337,-71.6449,15,80,72.608,2.19
273,kaitangata,NZ,2023-02-01 09:51:00,-59.0742,171.9059,100,99,45.48200000000001,8.76
274,bouca,CF,2023-01-31 23:51:00,6.4777,18.0681,1,27,85.65800000000002,1.25
275,williams lake,CA,2023-01-31 14:51:01,51.3376,-122.7715,100,94,17.6,3.25
